      localhos   PRTAB(31DEC16)    1555               05-MAR-2018   21:49:22               Page    1
CALSFEB27   .ELWA  .   1  Disk= 2    SN Table version   2
Title: AIPS UV DATA FILE SOLUTION TABLE
 
Created by      FRING on 05-MAR-2018 13:24:25
Last written by FRING on 05-MAR-2018 15:14:49
Ncol 26  Nrow 2222    Sort cols:
    Table has     8 keyword-value pairs:
   NO_ANT   =           52
   NO_POL   =            2
   NO_IF    =            1
   NO_NODES =            0
   MGMOD    =  1.0000000000000D+00
   APPLIED  =  F
   REVISION =           11
   SNORIGIN =            0
   Table can be written as a FITS ASCII table
 
COL. NO.       1           2          3          4         5        6        7         8        9        10       11       12
     ROW  TIME        TIME INTER  SOURCE ID  ANTENNA   SUBARRAY  FREQ ID  I.FAR.R  NODE NO.  MBDELAY  DISP 1   DDISP 1  REAL1
  NUMBER  D/HMS       D/HMS                                               RAD/M**2           SECONDS  SEC/M**2 S/S/M**2
 
     467   0.86129  -3.275E-08   2.042E-12  46.73     51       0.000    0.000    0.000   0.50599  -0.86254   1.281E-08   2.981E-12
     468   0.34313  -3.325E-08   1.161E-11  46.16     51       0.000    0.000    0.000   0.82695   0.56227  -3.186E-08   1.756E-11
     469   0.66264  -2.651E-08   6.788E-12  44.64     51       0.000    0.000    0.000  -0.84409  -0.53620  -2.454E-08   2.505E-11
     470   0.94833   1.295E-07  -1.148E-10  45.13     51       0.000    0.000    0.000  -0.94764   0.31935  -4.803E-08  -6.161E-13
     471  -0.49622  -4.695E-08   2.823E-11  47.45     51       0.000    0.000    0.000  -0.14848  -0.98892  -6.582E-08   3.263E-11
     472  -0.93584  -3.352E-08   6.466E-12  45.40     51       0.000    0.000    0.000  -0.47655  -0.87915   1.568E-07   2.809E-11
     473  -0.58365  -4.609E-08   4.778E-12  45.55     51       0.000    0.000    0.000   0.89578  -0.44451  -4.203E-08   1.033E-11
     474  -0.41776  -3.527E-08  -2.618E-11  47.54     51       0.000    0.000    0.000   0.27076   0.96265  -3.358E-07   5.501E-11
     475  -0.17297  -5.144E-08  -1.500E-11  41.71     51       0.000    0.000    0.000  -0.83123   0.55594  -4.805E-08  -1.157E-11
     476  -0.82145  -3.337E-08   6.376E-11  47.46     51       0.000    0.000    0.000   0.47387  -0.88060  -3.656E-08   6.643E-11
     477   0.99984  -4.734E-08   1.973E-11  44.33     51       0.000    0.000    0.000  -0.77396  -0.63324  -2.513E-08   4.004E-11
     478  -0.54757  -4.281E-08   6.775E-12  45.07     51       0.000    0.000    0.000   0.08530   0.99636  -5.036E-08   1.353E-11
     479   0.81416  -6.833E-08  -2.350E-11  46.89     51       0.000    0.000    0.000   0.94716  -0.32077  -7.415E-08  -1.382E-11
     480   0.55033   7.047E-07  -2.775E-11  45.31     51       0.000    0.000    0.000  -0.65723  -0.75369  -7.739E-08  -9.658E-12
     481   0.26387  -4.877E-08   2.002E-11  47.59     51       0.000    0.000    0.000   0.59789  -0.80158  -2.531E-07   5.684E-11
     482  -0.25461  -5.814E-08   1.664E-11  43.60     51       0.000    0.000    0.000  -0.05155   0.99867  -3.938E-08   2.186E-11
     483   0.00000   0.000E+00   0.000E+00   7.00     51       0.000    0.000    0.000   1.00000   0.00000   0.000E+00   0.000E+00
     484   0.56696  -1.877E-07  -3.318E-11  21.47     51       0.000    0.000    0.000   0.85588   0.51717  -1.832E-07  -2.378E-11
     485   0.39307  -4.396E-08   7.771E-11  44.50     51       0.000    0.000    0.000   0.54918  -0.83571  -5.375E-08   8.064E-11
     486  -0.66325  -5.041E-08  -3.515E-11  46.28     51       0.000    0.000    0.000  -0.52665  -0.85008  -2.360E-08  -3.147E-11
     487   0.63035  -3.412E-08   8.439E-11  43.90     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
     488  -0.85962  -4.886E-08   8.996E-12  44.38     51       0.000    0.000    0.000   0.47348  -0.88080  -3.594E-08   1.574E-11
     489   0.66344  -3.505E-08  -3.732E-11  45.46     51       0.000    0.000    0.000  -0.28403  -0.95881   1.958E-08  -3.219E-11
     490   0.00682  -2.630E-08   2.331E-11  45.10     51       0.000    0.000    0.000   0.50287   0.86436  -4.034E-08   2.915E-11
     491   0.57506  -2.100E-08   1.361E-11  43.43     51       0.000    0.000    0.000  -0.90098  -0.43387   5.541E-09   2.360E-11
     492  -0.12782   1.868E-07  -1.234E-10  44.58     51       0.000    0.000    0.000  -0.92504   0.37987  -3.154E-08   2.173E-11
     493   0.17121  -4.402E-08   2.180E-11  46.30     51       0.000    0.000    0.000   0.55224  -0.83369  -6.689E-08   2.719E-11
     494  -0.91863  -1.955E-08   3.331E-12  45.21     51       0.000    0.000    0.000   0.49775  -0.86732  -4.883E-09  -1.815E-11
      localhos   PRTAB(31DEC16)    1555               05-MAR-2018   21:49:22               Page   51
     ROW  IMAG1     DELAY 1     RATE 1      WEIGH  REFANT 1  MBDELAY  DISP 2   DDISP 2  REAL2     IMAG2     DELAY 2     RATE 2
  NUMBER            SECONDS     SEC/SEC                      SECONDS  SEC/M**2 S/S/M**2                     SECONDS     SEC/SEC
 
     495  -0.46517  -4.104E-08   4.730E-12  44.66     51       0.000    0.000    0.000   0.79490  -0.60674  -3.903E-08   5.849E-12
     496  -0.85730  -3.319E-08   2.951E-12  46.43     51       0.000    0.000    0.000   0.97320   0.22997  -6.756E-08   2.564E-11
     497  -0.22895  -4.167E-08   2.521E-11  40.66     51       0.000    0.000    0.000  -0.88479   0.46600  -4.921E-08   2.864E-11
     498   0.22073  -3.138E-08   9.902E-11  46.31     51       0.000    0.000    0.000   0.32613   0.94533  -3.760E-08   1.019E-10
     499   0.68675   1.726E-07  -1.426E-11  44.13     51       0.000    0.000    0.000   0.92402  -0.38233  -2.372E-08   5.875E-11
     500  -0.93578  -4.027E-08   1.798E-11  44.24     51       0.000    0.000    0.000  -0.38088   0.92463  -4.303E-08   2.360E-11
     501   0.72837  -5.240E-08  -1.820E-11  45.30     51       0.000    0.000    0.000   0.22956  -0.97329  -6.927E-08  -1.761E-11
     502   0.36695   1.564E-07  -6.586E-11  45.40     51       0.000    0.000    0.000  -0.01536  -0.99988  -7.458E-08  -1.981E-11
     503   0.89758  -5.789E-08   7.431E-12  46.49     51       0.000    0.000    0.000   0.71225   0.70193  -6.374E-08   9.496E-12
     504  -0.57793  -5.719E-08   6.459E-12  42.86     51       0.000    0.000    0.000  -0.22196   0.97506  -3.631E-08   8.314E-12
     505   0.00000   0.000E+00   0.000E+00   7.00     51       0.000    0.000    0.000   1.00000   0.00000   0.000E+00   0.000E+00
     506   0.26428  -1.854E-07   1.952E-11  21.44     51       0.000    0.000    0.000   0.96414   0.26538  -1.839E-07   2.479E-11
     507  -0.93893  -4.787E-08   2.504E-11  44.03     51       0.000    0.000    0.000   0.77809   0.62816  -6.107E-08   2.245E-11
     508   0.12736  -6.337E-08  -1.977E-11  46.25     51       0.000    0.000    0.000   0.23743  -0.97141   3.542E-08  -1.866E-11
     509   0.40638  -4.017E-08   3.418E-11  44.96     51       0.000    0.000    0.000   0.37915  -0.92534  -2.191E-06  -5.765E-09
     510  -0.85476  -3.783E-08   3.602E-12  43.76     51       0.000    0.000    0.000   0.96311  -0.26910  -8.770E-08  -1.411E-11
     511  -0.31513  -3.126E-08  -1.431E-11  44.76     51       0.000    0.000    0.000  -0.59310  -0.80513  -1.676E-09  -2.348E-11
     512  -0.37527  -2.652E-08  -1.181E-11  44.61     51       0.000    0.000    0.000   0.22450   0.97447  -3.700E-08  -3.948E-12
     513   0.37760  -2.169E-08  -6.276E-14  42.44     51       0.000    0.000    0.000  -0.75054  -0.66082  -2.606E-08   5.317E-12
     514   0.25101  -1.369E-08  -5.700E-11  45.74     51       0.000    0.000    0.000  -0.98364   0.18012  -2.843E-08  -7.677E-12
     515   0.41322  -4.272E-08  -7.256E-12  46.08     51       0.000    0.000    0.000   0.71750  -0.69656  -6.770E-08  -1.100E-11
     516  -0.55941  -4.456E-08  -2.029E-13  45.16     51       0.000    0.000    0.000   0.96904   0.24690  -7.681E-08   2.359E-12
     517  -0.67378  -4.240E-08  -5.573E-12  44.63     51       0.000    0.000    0.000   0.93339  -0.35887  -4.537E-08  -6.433E-12
     518  -0.72387  -3.157E-08   3.695E-11  46.36     51       0.000    0.000    0.000   0.99992  -0.01239  -7.494E-08   3.846E-11
     519  -0.95612  -4.711E-08   2.492E-11  40.25     51       0.000    0.000    0.000  -0.92514  -0.37962  -5.178E-08   3.697E-11
     520   0.46336  -3.564E-08   4.214E-11  46.09     51       0.000    0.000    0.000  -0.81625  -0.57770  -4.779E-08   3.840E-11
     521  -0.84038  -5.731E-08  -8.469E-12  44.85     51       0.000    0.000    0.000   0.50069   0.86562  -3.842E-08  -1.998E-12
     522  -0.93266  -3.945E-08  -1.960E-11  43.87     51       0.000    0.000    0.000  -0.47431   0.88036  -5.040E-08  -2.194E-11
     523   0.77017  -5.900E-08   4.518E-12  44.96     51       0.000    0.000    0.000   0.11169  -0.99374  -7.868E-08  -5.232E-12
     524   0.75762  -8.358E-08  -3.553E-11  46.20     51       0.000    0.000    0.000  -0.49768  -0.86736  -9.097E-09  -4.477E-11
     525   0.87014  -5.511E-08   1.622E-11  46.45     51       0.000    0.000    0.000   0.87620   0.48194  -9.030E-08   2.778E-11
     526  -0.61506  -5.481E-08  -2.038E-11  44.79     51       0.000    0.000    0.000  -0.59849   0.80113  -4.925E-08  -2.461E-11
     527   0.00000   0.000E+00   0.000E+00   7.00     51       0.000    0.000    0.000   1.00000   0.00000   0.000E+00   0.000E+00
     528   0.57381  -1.852E-07  -8.901E-12  20.55     51       0.000    0.000    0.000   0.81347   0.58160  -1.852E-07  -1.000E-11
     529  -0.33873  -4.587E-08   6.773E-12  14.41     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
     530   0.07559  -2.232E-08   1.470E-11  15.25     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
     531  -0.99999  -4.093E-08   2.196E-11  14.46     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
     532  -0.62196  -7.030E-08   3.320E-11  15.39     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
     533   0.99391  -2.310E-08   3.801E-11  14.63     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
     534  -0.95169  -2.845E-08   2.608E-11  14.59     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
     535   0.61655  -1.955E-08   1.694E-11  14.45     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
     536  -0.92859  -5.078E-08  -4.696E-11  15.24     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
     537   0.49218  -3.578E-08   1.617E-11  15.26     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
     538  -0.90929  -2.227E-08   5.543E-12  14.71     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
     539  -0.19457  -4.080E-08   1.105E-11  14.33     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
     540   0.92548  -1.693E-08   7.189E-11  14.79     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
     541  -0.41618  -4.524E-08   4.931E-11  13.24     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
     542  -0.67331  -3.970E-08   4.426E-11  15.26     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
     543  -0.15291  -3.892E-08  -2.914E-12  15.14     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
     544  -0.79698  -3.776E-08  -9.906E-12  14.09     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
     545  -0.98054  -7.763E-08   6.253E-11  14.90     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
     546   0.96666  -5.318E-08  -1.068E-11  15.40     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
     547  -0.36320   1.060E-08   4.537E-11  15.16     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
     548   0.45384  -6.210E-08   2.481E-12  13.88     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
     549   0.00000   0.000E+00   0.000E+00   7.00     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
      localhos   PRTAB(31DEC16)    1555               05-MAR-2018   21:49:22               Page   52
     ROW  IMAG1     DELAY 1     RATE 1      WEIGH  REFANT 1  MBDELAY  DISP 2   DDISP 2  REAL2     IMAG2     DELAY 2     RATE 2
  NUMBER            SECONDS     SEC/SEC                      SECONDS  SEC/M**2 S/S/M**2                     SECONDS     SEC/SEC
 
     550      INDE        INDE        INDE   0.00     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
     551   0.33326  -4.956E-08   2.498E-11  26.27     51       0.000    0.000    0.000  -0.95979   0.28072  -6.010E-08   2.805E-11
     552   0.00823   8.277E-09   8.429E-12  27.87     51       0.000    0.000    0.000   0.82446   0.56592  -6.900E-08   1.019E-11
     553  -0.80945  -4.331E-08   2.915E-11  26.12     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
     554   0.50287  -5.398E-08   5.438E-11  27.61     51       0.000    0.000    0.000   0.34998  -0.93676  -2.852E-08   4.987E-11
     555  -0.26828  -4.390E-08   6.011E-11  26.87     51       0.000    0.000    0.000   0.45282   0.89160   1.130E-08   4.337E-11
     556  -0.99983  -3.068E-08  -2.110E-12  26.72     51       0.000    0.000    0.000  -0.81494   0.57955  -3.144E-08   1.151E-14
     557  -0.23530  -2.469E-08   4.291E-11  25.38     51       0.000    0.000    0.000   0.04908  -0.99879  -4.631E-08   4.487E-11
     558   0.79675   2.619E-08  -2.969E-11  26.59     51       0.000    0.000    0.000  -0.94694  -0.32141  -3.407E-08  -7.607E-12
     559   0.75276  -4.330E-08   1.054E-11  27.73     51       0.000    0.000    0.000   0.96156  -0.27460  -6.539E-08   1.214E-11
     560  -0.45227  -4.511E-08   2.269E-11  26.93     51       0.000    0.000    0.000   0.99902   0.04428  -3.612E-08   2.230E-11
     561  -0.05391  -4.417E-08  -1.311E-11  26.35     51       0.000    0.000    0.000  -0.43482   0.90052  -4.301E-08  -1.228E-11
     562  -0.06099  -3.462E-08   4.772E-11  26.46     51       0.000    0.000    0.000  -0.09946  -0.99504  -5.669E-08   5.958E-11
     563  -0.98883  -4.692E-08   2.547E-11  24.16     51       0.000    0.000    0.000  -0.60069  -0.79948  -4.785E-08   3.098E-11
     564   0.27471  -4.842E-08   1.782E-11  27.73     51       0.000    0.000    0.000   0.45244   0.89180  -4.714E-08   1.518E-11
     565   0.23760  -3.435E-08  -8.261E-12  27.55     51       0.000    0.000    0.000  -0.93708   0.34911  -2.309E-08   1.346E-11
     566  -0.89394  -3.732E-08  -8.514E-12  25.99     51       0.000    0.000    0.000  -0.96231   0.27195  -3.959E-08  -6.278E-12
     567   0.53925  -8.830E-08   3.871E-11  26.63     51       0.000    0.000    0.000  -0.96243  -0.27155  -7.107E-08   4.412E-11
     568   0.90464  -4.109E-08  -1.403E-11  27.94     51       0.000    0.000    0.000  -0.89176  -0.45250   4.302E-08  -2.073E-11
     569   0.97001  -9.439E-08   4.270E-11  27.81     51       0.000    0.000    0.000  -0.58428   0.81155  -1.682E-07   5.711E-11
     570   0.40745  -6.065E-08  -4.166E-12  24.79     51       0.000    0.000    0.000   0.21772  -0.97601  -4.422E-08  -7.674E-13
     571   0.00000   0.000E+00   0.000E+00   7.00     51       0.000    0.000    0.000   1.00000   0.00000   0.000E+00   0.000E+00
     572  -0.99963  -1.675E-07   3.385E-13  10.78     51       0.000    0.000    0.000   0.06022  -0.99819  -1.702E-07   3.750E-12
     573   0.35651  -4.485E-08  -1.467E-11  44.37     51       0.000    0.000    0.000  -0.97890   0.20436  -5.972E-08  -1.971E-11
     574   0.15033   2.429E-08   2.695E-11  47.11     51       0.000    0.000    0.000   0.28702   0.95792  -7.902E-08  -1.105E-12
     575  -0.79507  -3.963E-08  -2.487E-11  44.20     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
     576   0.72213  -4.044E-08   1.466E-11  45.45     51       0.000    0.000    0.000   0.97668  -0.21470  -2.909E-08   1.760E-11
     577  -0.98979  -5.341E-08   2.782E-13  44.56     51       0.000    0.000    0.000   0.33579   0.94194   2.688E-08  -2.361E-11
     578  -0.74701  -2.596E-08  -3.846E-11  45.69     51       0.000    0.000    0.000  -0.26471   0.96433  -3.113E-08  -4.541E-11
     579  -0.82058  -2.065E-08   7.862E-12  42.75     51       0.000    0.000    0.000   0.73592  -0.67707  -4.209E-08   1.026E-11
     580  -0.70960  -4.229E-08  -3.906E-11  46.97     51       0.000    0.000    0.000  -0.97617  -0.21702  -2.868E-08   1.092E-11
     581   0.57378  -3.989E-08  -2.658E-11  46.90     51       0.000    0.000    0.000   0.83973  -0.54300  -6.877E-08  -3.522E-11
     582   0.11709  -4.326E-08   1.759E-11  45.38     51       0.000    0.000    0.000   0.81950   0.57308  -3.303E-08   1.921E-12
     583  -0.79221  -3.898E-08  -2.797E-11  44.49     51       0.000    0.000    0.000   0.32566   0.94549  -4.372E-08  -3.274E-11
     584  -0.66776  -6.509E-08  -2.402E-11  45.26     51       0.000    0.000    0.000   0.26468  -0.96434  -6.473E-08  -4.668E-11
     585  -0.67774  -4.407E-08   9.797E-12  40.09     51       0.000    0.000    0.000   0.06020  -0.99819  -4.877E-08   7.061E-12
     586   0.23383  -4.311E-08  -1.295E-11  46.90     51       0.000    0.000    0.000   0.40051   0.91629  -4.775E-08  -2.024E-11
     587  -0.43392  -2.879E-08  -2.451E-11  46.82     51       0.000    0.000    0.000  -0.64934   0.76049  -5.477E-09  -2.814E-11
     588  -0.99986  -3.269E-08  -1.615E-11  44.81     51       0.000    0.000    0.000  -0.84813   0.52979  -4.581E-08  -1.602E-11
     589  -0.21531  -4.073E-08  -3.643E-11  45.50     51       0.000    0.000    0.000  -0.67948  -0.73370  -8.497E-08  -3.304E-11
     590   0.41338  -3.131E-08   2.778E-12  47.32     51       0.000    0.000    0.000  -0.89970  -0.43650   2.348E-08  -2.858E-11
     591   0.48508  -7.215E-08   6.839E-11  46.82     51       0.000    0.000    0.000  -0.90189   0.43197  -1.398E-07   3.973E-11
     592  -0.64057  -5.891E-08  -5.570E-11  42.78     51       0.000    0.000    0.000  -0.82757  -0.56136  -4.337E-08  -6.318E-11
     593   0.00000   0.000E+00   0.000E+00   7.00     51       0.000    0.000    0.000   1.00000   0.00000   0.000E+00   0.000E+00
     594  -0.72747  -1.672E-07  -4.560E-11  18.22     51       0.000    0.000    0.000  -0.71215  -0.70203  -1.685E-07  -5.227E-11
     595  -0.50463  -4.217E-08  -3.341E-11  41.89     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
     596  -0.77943  -2.680E-08   7.252E-12  44.29     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
     597  -0.83055  -3.786E-08  -4.566E-11  42.46     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
     598   0.99712  -7.301E-08  -2.100E-11  43.41     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
     599  -0.43251  -4.690E-08  -3.964E-11  42.38     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
     600   0.55328  -2.276E-08  -4.907E-11  43.56     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
     601  -0.81901  -1.195E-08  -4.780E-12  41.34     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
     602   0.18360  -5.634E-09  -2.927E-11  43.59     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
